-------------------------当前TTI0----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
33   41.766    12.1032      0.558      62      0
34   39.2562    11.8421      0.516286      60      0
35   46.9366    9.86553      0.528714      46      419
36   32.9    7.775      0.551714      31      358
37   47.9334    8.34786      0.496      42      452
38   25.9    9.73746      0.478      63      582
39   48.6236    7.54901      0.503      52      619
40   50.8838    10.3712      0.506714      57      494
41   37.8583    8.27156      0.485      30      326
42   19.8114    9.65898      0.4375      0      0
43   32.7283    8.22717      0.504429      47      514
44   46.3324    6.739      0.472      42      560
45   55.7545    11.5124      0.584      57      0
46   54.4472    7.35145      0.532      53      648
47   51.1767    11.0759      0.539857      26      211
48   50.5214    11.5701      0.538428      57      443
49   35.2024    14.2531      0.53025      61      0
50   35.4244    9.51678      0.561      42      397
51   31.258    11.4373      0.542      44      346
52   33.6073    7.9028      0.52925      51      580
53   53.4068    6.9878      0.500571      33      425
54   65.6696    10.7955      0.497732      49      0
55   45.2408    7.79323      0.555      56      646
56   47.404    10.6936      0.619      49      412
57   50.0879    9.41625      0.535536      41      391
58   18.3742    8.1473      0.569      46      508
59   61.9213    16.3905      0.646      77      0
60   39.8016    7.3185      0.516      51      627
61   64.5368    13.8016      0.541      62      0
62   44.9365    8.37742      0.562107      55      590
63   39.3559    14.6675      0.618      64      0
64   14    10.2948      0.552      59      515
65   13.0208    8.76088      0.571      54      554
66   34.5774    9.73152      0.589286      47      434
67   68.0298    12.4432      0.577      71      513
68   28    9.43965      0.506429      43      409
69   68.8175    9.18126      0.539      49      480
70   63.0971    8.16537      0.576      55      606
71   38.6588    6.99927      0.55      50      642
72   65.2616    8.17282      0.528      47      517
73   31.5078    10.9183      0.598714      37      304
74   44.4541    8.94232      0.559      42      422
75   47.5846    11.6069      0.565      26      201
76   28.3219    12.3404      0.605      55      0
77   57.1433    12.6055      0.503      54      0
78   47.7696    10.968      0.596      52      426
79   24.6197    11.262      0.473857      51      0
80   33.7165    9.65277      0.62      49      456
81   42.1456    9.65466      0.472      49      456
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    22.649      1.11766      59      234
83   67.6252    19.7364      1.116      47      0
84   51.8756    21.8597      1.13813      57      0
85   44.1222    20.4842      1.115      49      215
86   31.305    25.1145      1.13514      58      0
87   18.2538    19.596      1.074      32      146
88   25.672    18.8897      1.0195      48      228
89   20.4083    22.7836      1.10133      49      193
90   44.4707    21.5361      1.18143      60      250
91   56.7389    18.1762      1.09667      35      173
92   37.6962    20.5379      1.02733      60      0
93   53.5397    23.5941      1.065      54      0
94   46.4591    21.3709      1.152      56      235
95   11.9    23.746      1.10767      53      0
96   54.0951    20.0569      1.02457      50      224
97   15.3522    21.4273      1.106      41      172
98   53.3655    17.55      1.11557      24      123
99   34.7541    20.9889      1.12433      57      0
100   62.1109    19.9609      1.119      55      247
101   46.2689    20.1611      1.06671      57      0
102   25.6338    18.9626      1.127      40      189
103   50.5941    15.7303      0.97      44      251
104   59.43    22.3311      1.0835      52      0
105   50.7102    22.5704      1.10029      57      0
106   48.061    21.8678      1.06467      49      0
107   20.6708    21.0347      1.094      54      0
108   65.0398    16.1322      1.044      46      256
109   40.8886    18.761      1.0945      36      172
110   42.9802    18.272      1.10567      39      192
111   46.7273    15.4216      0.962      32      186
112   37.4156    21.7651      1.01967      58      0
113   42.1456    25.5554      1.15383      42      147
114   42.7229    20.8094      1.115      37      160
115   38.0841    20.6355      1.06071      47      0
116   25.5476    21.4805      1.01762      51      213
117   45.3436    20.4222      1.0712      35      154
118   63.0194    24.4117      1.159      66      243
119   40.9664    22.2917      1.06302      63      254
120   50.4194    18.2782      1.111      48      236
121   56.4618    23.2531      1.03286      57      0
122   43.1793    12.1682      0.913333      26      192
123   14.1739    11.4493      0.828      0      0
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI55----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    8.85986      0.522      52      528
2   48.7494    10.7507      0.557      25      209
3   25.9756    9.74331      0.4904      59      544
4   60.3991    13.7349      0.605      52      340
5   48.462    9.55575      0.514286      64      602
6   64.1752    8.44984      0.552      42      447
7   50.5747    8.76064      0.541      41      421
8   36.7283    7.32892      0.545      38      466
9   66.3931    8.13013      0.515      36      398
10   35.837    12.5328      0.516286      51      366
11   23.5308    14.8594      0.514596      62      0
12   58.7541    10.8394      0.542      59      489
13   46.7273    11.4378      0.628      41      322
14   23.2691    11.3997      0.552      48      378
15   45.192    10.6592      0.542      57      481
16   51.9747    9.09747      0.532      57      563
17   17.5559    6.36537      0.523      42      593
18   1.56525    10.4589      0.4842      47      0
19   34.3286    10.3091      0.565      26      226
20   66.0824    8.12414      0.517143      49      542
21   47.4195    9.65241      0.576611      60      559
22   20.3843    10.9522      0.546      55      451
23   72.3747    9.49689      0.534      42      398
24   58.3483    11.4246      0.58      49      0
25   51.1767    8.43502      0.5106      36      384
26   8.16333    10.6292      0.5766      49      414
27   65.8149    14.5553      0.562      62      0
28   10.0225    12.6315      0.5505      65      0
29   51.3869    12.3073      0.594      53      0
30   55.5828    13.4082      0.617      60      0
31   52.8766    6.75724      0.469571      30      399
32   51.1    7.81954      0.533107      53      610
33   41.766    10.8929      0.558      49      404
34   39.2562    10.6579      0.516286      40      337
35   46.9366    8.87898      0.528714      25      253
36   32.9    6.9975      0.551714      50      643
37   47.9334    13.9131      0.56      64      0
38   25.9    16.0637      0.551      73      0
39   48.6236    11.7941      0.553      50      0
40   50.8838    9.33408      0.506714      48      462
41   37.8583    7.4444      0.485      20      241
42   19.8114    8.69308      0.4375      0      0
43   32.7283    7.40445      0.504429      43      522
44   46.3324    10.9651      0.521      49      0
45   55.7545    10.3612      0.584      45      390
46   54.4472    13.3163      0.599      67      0
47   51.1767    9.96831      0.539857      53      478
48   50.5214    10.4131      0.538428      55      475
49   35.2024    12.8278      0.53025      54      378
50   35.4244    8.5651      0.561      38      399
51   31.258    10.2936      0.542      39      340
52   33.6073    13.1125      0.58925      60      0
53   53.4068    6.28902      0.500571      45      643
54   65.6696    9.71595      0.497732      61      565
55   45.2408    7.01391      0.555      49      628
56   47.404    9.62424      0.619      41      383
57   50.0879    8.47462      0.535536      57      605
58   18.3742    7.33257      0.569      46      564
59   61.9213    14.7515      0.646      60      366
60   39.8016    6.58665      0.516      37      505
61   64.5368    12.4214      0.541      55      398
62   44.9365    7.53968      0.562107      48      572
63   39.3559    13.2008      0.618      60      409
64   14    9.26532      0.552      54      524
65   13.0208    7.88479      0.571      51      582
66   34.5774    8.75837      0.589286      50      513
67   68.0298    11.1989      0.577      62      498
68   28    8.49568      0.506429      36      381
69   68.8175    8.26313      0.539      42      457
70   63.0971    13.3488      0.636      60      0
71   38.6588    6.29934      0.55      28      400
72   65.2616    7.35554      0.528      36      440
73   31.5078    9.82647      0.598714      45      412
74   44.4541    8.04809      0.559      50      559
75   47.5846    10.4462      0.565      60      516
76   28.3219    11.1064      0.605      53      429
77   57.1433    11.3449      0.503      30      237
78   47.7696    9.8712      0.596      21      191
79   24.6197    10.1358      0.473857      66      586
80   33.7165    8.68749      0.62      41      424
81   42.1456    8.68919      0.472      50      517
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    26.5841      1.17966      62      0
83   67.6252    23.5628      1.174      58      0
84   51.8756    19.6737      1.13813      42      192
85   44.1222    18.4358      1.115      43      209
86   31.305    22.6031      1.13514      51      203
87   18.2538    23.1364      1.129      55      0
88   25.672    17.0007      1.0195      42      222
89   20.4083    20.5052      1.10133      42      184
90   44.4707    19.3825      1.18143      51      236
91   56.7389    20.9586      1.14267      46      0
92   37.6962    24.0841      1.08333      56      0
93   53.5397    21.2347      1.065      30      127
94   46.4591    19.2338      1.152      44      205
95   11.9    21.3714      1.10767      52      218
96   54.0951    23.0512      1.07457      50      0
97   15.3522    19.2846      1.106      51      238
98   53.3655    21.395      1.17157      56      0
99   34.7541    18.89      1.12433      41      195
100   62.1109    17.9648      1.119      37      185
101   46.2689    18.145      1.06671      47      233
102   25.6338    17.0663      1.127      43      226
103   50.5941    21.1573      1.04      70      0
104   59.43    25.798      1.1405      57      0
105   50.7102    20.3134      1.10029      50      221
106   48.061    25.381      1.12167      57      0
107   20.6708    24.0312      1.1195      51      0
108   65.0398    20.319      1.102      58      0
109   40.8886    16.8849      1.0945      43      229
110   42.9802    23.0448      1.17167      66      0
111   46.7273    18.5794      1.009      47      0
112   37.4156    19.5886      1.01967      41      188
113   42.1456    22.9999      1.15383      51      199
114   42.7229    18.7285      1.115      27      129
115   38.0841    23.572      1.06071      50      0
116   25.5476    19.3325      1.01762      51      237
117   45.3436    18.38      1.0712      42      205
118   63.0194    21.9705      1.159      44      180
119   40.9664    20.0625      1.06302      43      192
120   50.4194    21.6504      1.163      52      0
121   56.4618    20.9278      1.03286      55      236
122   43.1793    10.9514      0.913333      24      197
123   14.1739    10.3044      0.828      0      0
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI56----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    7.97387      0.522      45      507
2   48.7494    9.67563      0.557      53      492
3   25.9756    8.76898      0.4904      44      451
4   60.3991    12.3614      0.605      47      342
5   48.462    8.60018      0.514286      41      429
6   64.1752    7.60486      0.552      30      355
7   50.5747    7.88458      0.541      55      627
8   36.7283    6.59603      0.545      47      641
9   66.3931    12.8171      0.57      55      0
10   35.837    11.2795      0.516286      52      414
11   23.5308    13.3735      0.514596      52      349
12   58.7541    9.75546      0.542      43      396
13   46.7273    10.294      0.628      50      437
14   23.2691    10.2597      0.552      46      403
15   45.192    16.8933      0.615      73      0
16   51.9747    8.18772      0.532      32      351
17   17.5559    5.72883      0.523      40      628
18   1.56525    9.41301      0.4842      56      535
19   34.3286    9.27819      0.565      50      485
20   66.0824    7.31173      0.517143      48      590
21   47.4195    8.68717      0.576611      57      590
22   20.3843    9.85698      0.546      45      410
23   72.3747    8.5472      0.534      39      410
24   58.3483    10.2821      0.58      40      350
25   51.1767    7.59152      0.5106      37      438
26   8.16333    9.56628      0.5766      53      498
27   65.8149    13.0998      0.562      48      329
28   10.0225    11.3684      0.5505      40      316
29   51.3869    11.0766      0.594      26      211
30   55.5828    12.0674      0.617      49      365
31   52.8766    10.4815      0.506238      44      0
32   51.1    12.8376      0.591107      58      0
33   41.766    9.80361      0.558      46      422
34   39.2562    9.59211      0.516286      59      553
35   46.9366    7.99108      0.528714      46      518
36   32.9    6.29775      0.551714      40      571
37   47.9334    12.5218      0.56      30      215
38   25.9    14.4573      0.551      42      261
39   48.6236    10.6147      0.553      45      381
40   50.8838    8.40067      0.506714      40      428
41   37.8583    6.69996      0.485      36      483
42   19.8114    14.6238      0.5055      68      0
43   32.7283    12.164      0.559429      55      0
44   46.3324    9.86859      0.521      34      310
45   55.7545    9.32508      0.584      44      424
46   54.4472    11.9847      0.599      54      405
47   51.1767    8.97148      0.539857      52      521
48   50.5214    9.37179      0.538428      44      422
49   35.2024    11.545      0.53025      53      413
50   35.4244    13.3086      0.617      56      0
51   31.258    9.26424      0.542      50      485
52   33.6073    11.8013      0.58925      65      495
53   53.4068    12.2601      0.566571      66      0
54   65.6696    8.74436      0.497732      32      329
55   45.2408    6.31252      0.555      36      513
56   47.404    8.66182      0.619      46      477
57   50.0879    13.4272      0.593536      58      0
58   18.3742    11.6993      0.62      51      0
59   61.9213    13.2764      0.646      58      393
60   39.8016    11.528      0.572      56      0
61   64.5368    11.1793      0.541      41      330
62   44.9365    6.78571      0.562107      44      583
63   39.3559    11.8807      0.618      44      333
64   14    14.5388      0.614      62      0
65   13.0208    7.09631      0.571      41      519
66   34.5774    7.88253      0.589286      51      582
67   68.0298    10.079      0.577      39      348
68   28    14.3461      0.573429      67      0
69   68.8175    7.43682      0.539      44      532
70   63.0971    12.0139      0.636      52      389
71   38.6588    5.66941      0.55      41      650
72   65.2616    11.42      0.576      48      0
73   31.5078    8.84382      0.598714      49      498
74   44.4541    7.24328      0.559      41      509
75   47.5846    9.40158      0.565      40      382
76   28.3219    9.99576      0.605      54      486
77   57.1433    10.2104      0.503      52      458
78   47.7696    8.88408      0.596      49      496
79   24.6197    9.12222      0.473857      45      443
80   33.7165    7.81874      0.62      46      529
81   42.1456    7.82027      0.472      51      586
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    23.9257      1.17966      41      154
83   67.6252    21.2065      1.174      54      229
84   51.8756    23.1063      1.19213      54      0
85   44.1222    16.5922      1.115      37      200
86   31.305    26.4428      1.19614      61      0
87   18.2538    20.8228      1.129      52      224
88   25.672    20.1006      1.0675      48      0
89   20.4083    18.4547      1.10133      34      165
90   44.4707    17.4443      1.18143      41      211
91   56.7389    18.8627      1.14267      38      181
92   37.6962    27.7757      1.14433      61      0
93   53.5397    19.1112      1.065      46      216
94   46.4591    17.3104      1.152      36      187
95   11.9    19.2343      1.10767      45      210
96   54.0951    26.5461      1.12428      58      0
97   15.3522    17.3561      1.106      46      238
98   53.3655    19.2555      1.17157      51      238
99   34.7541    22.001      1.17433      50      0
100   62.1109    21.7683      1.175      56      0
101   46.2689    22.0305      1.12371      57      0
102   25.6338    20.5597      1.179      52      0
103   50.5941    19.0416      1.04      34      160
104   59.43    23.2182      1.1405      38      147
105   50.7102    25.0821      1.16829      68      0
106   48.061    22.8429      1.12167      56      220
107   20.6708    21.6281      1.1195      54      224
108   65.0398    18.2871      1.102      50      246
109   40.8886    20.0964      1.1435      49      0
110   42.9802    20.7403      1.17167      29      125
111   46.7273    16.7215      1.009      44      236
112   37.4156    17.6297      1.01967      40      204
113   42.1456    20.6999      1.15383      41      178
114   42.7229    21.8557      1.165      50      0
115   38.0841    21.2148      1.06071      30      127
116   25.5476    23.4993      1.07862      61      0
117   45.3436    16.542      1.0712      46      250
118   63.0194    19.7735      1.159      33      150
119   40.9664    18.0563      1.06302      50      249
120   50.4194    19.4854      1.163      54      249
121   56.4618    25.035      1.09486      62      0
122   43.1793    14.8563      0.963333      50      0
123   14.1739    9.27396      0.828      24      232
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI57----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    7.17648      0.522      50      627
2   48.7494    15.3081      0.623      66      0
3   25.9756    7.89208      0.4904      30      342
4   60.3991    11.1253      0.605      29      234
5   48.462    7.74016      0.514286      52      604
6   64.1752    12.2444      0.606      54      0
7   50.5747    7.09612      0.541      34      431
8   36.7283    5.93643      0.545      42      636
9   66.3931    11.5354      0.57      48      374
10   35.837    10.1516      0.516286      53      469
11   23.5308    12.0362      0.514596      40      299
12   58.7541    8.77991      0.542      40      410
13   46.7273    9.2646      0.628      42      408
14   23.2691    9.23373      0.552      55      536
15   45.192    15.204      0.615      35      207
16   51.9747    12.7689      0.570571      54      0
17   17.5559    9.75595      0.569      46      0
18   1.56525    8.47171      0.4842      59      626
19   34.3286    8.35037      0.565      32      344
20   66.0824    11.8806      0.570143      53      0
21   47.4195    7.81845      0.576611      28      322
22   20.3843    8.87128      0.546      37      375
23   72.3747    7.69248      0.534      51      596
24   58.3483    9.25389      0.58      54      525
25   51.1767    6.83237      0.5106      50      658
26   8.16333    8.60965      0.5766      48      501
27   65.8149    11.7898      0.562      51      389
28   10.0225    10.2316      0.5505      53      466
29   51.3869    9.96894      0.594      30      270
30   55.5828    10.8607      0.617      46      381
31   52.8766    9.43335      0.506238      41      391
32   51.1    11.5538      0.591107      44      342
33   41.766    8.82325      0.558      42      428
34   39.2562    8.6329      0.516286      45      469
35   46.9366    7.19197      0.528714      52      650
36   32.9    5.66798      0.551714      36      571
37   47.9334    11.2696      0.56      56      447
38   25.9    13.0116      0.551      47      325
39   48.6236    9.55323      0.553      52      489
40   50.8838    13.6606      0.567714      61      0
41   37.8583    11.83      0.543      58      0
42   19.8114    13.1614      0.5055      57      389
43   32.7283    10.9476      0.559429      62      509
44   46.3324    8.88173      0.521      58      587
45   55.7545    8.39257      0.584      57      611
46   54.4472    10.7862      0.599      37      308
47   51.1767    8.07433      0.539857      51      568
48   50.5214    14.6346      0.600428      62      0
49   35.2024    10.3905      0.53025      61      528
50   35.4244    11.9777      0.617      43      323
51   31.258    8.33782      0.542      45      485
52   33.6073    10.6212      0.58925      33      279
53   53.4068    11.0341      0.566571      69      562
54   65.6696    13.7699      0.556732      59      0
55   45.2408    12.3813      0.622      67      0
56   47.404    7.79564      0.619      42      484
57   50.0879    12.0845      0.593536      52      387
58   18.3742    10.5294      0.62      63      538
59   61.9213    11.9488      0.646      59      444
60   39.8016    10.3752      0.572      33      286
61   64.5368    10.0614      0.541      48      429
62   44.9365    11.5071      0.616107      54      0
63   39.3559    10.6926      0.618      57      479
64   14    13.0849      0.614      51      350
65   13.0208    6.38668      0.571      39      549
66   34.5774    12.2943      0.589286      52      0
67   68.0298    9.0711      0.577      49      486
68   28    12.9115      0.573429      38      264
69   68.8175    11.7931      0.59      51      0
70   63.0971    10.8125      0.636      58      482
71   38.6588    9.80247      0.597      47      0
72   65.2616    10.278      0.576      50      437
73   31.5078    7.95944      0.598714      51      576
74   44.4541    11.919      0.613      54      0
75   47.5846    8.46142      0.565      54      574
76   28.3219    8.99618      0.605      58      580
77   57.1433    9.18936      0.503      57      558
78   47.7696    7.99567      0.596      53      596
79   24.6197    8.21      0.473857      59      646
80   33.7165    7.03687      0.62      41      524
81   42.1456    7.03824      0.472      6      76
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    21.5331      1.17966      42      175
83   67.6252    25.3859      1.237      63      0
84   51.8756    20.7957      1.19213      43      186
85   44.1222    14.933      1.115      40      241
86   31.305    23.7985      1.19614      41      155
87   18.2538    25.2405      1.194      65      0
88   25.672    18.0905      1.0675      37      184
89   20.4083    16.6092      1.10133      37      200
90   44.4707    20.8999      1.23343      52      0
91   56.7389    16.9764      1.14267      28      148
92   37.6962    24.9981      1.14433      44      158
93   53.5397    22.2001      1.115      50      0
94   46.4591    15.5794      1.152      39      225
95   11.9    22.1109      1.15567      48      0
96   54.0951    23.8915      1.12428      48      180
97   15.3522    22.5205      1.175      69      0
98   53.3655    17.33      1.17157      41      212
99   34.7541    19.8009      1.17433      42      190
100   62.1109    19.5915      1.175      26      119
101   46.2689    19.8274      1.12371      42      190
102   25.6338    18.5037      1.179      39      189
103   50.5941    23.2374      1.101      61      0
104   59.43    20.8964      1.1405      45      193
105   50.7102    22.5739      1.16829      36      143
106   48.061    20.5586      1.12167      33      144
107   20.6708    19.4653      1.1195      47      217
108   65.0398    20.9584      1.1395      45      0
109   40.8886    23.2868      1.1955      52      0
110   42.9802    18.6663      1.17167      42      202
111   46.7273    19.4493      1.053      44      0
112   37.4156    22.2667      1.08367      64      0
113   42.1456    24.7299      1.21483      61      0
114   42.7229    19.6701      1.165      41      187
115   38.0841    19.0933      1.06071      50      235
116   25.5476    26.9494      1.07862      58      0
117   45.3436    14.8878      1.0712      38      229
118   63.0194    17.7962      1.159      38      192
119   40.9664    22.1507      1.12202      59      0
120   50.4194    22.5369      1.213      50      0
121   56.4618    22.5315      1.09486      53      211
122   43.1793    13.3707      0.963333      31      208
123   14.1739    14.8466      0.893      65      0
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI58----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    6.45883      0.522      31      431
2   48.7494    13.7773      0.623      37      241
3   25.9756    7.10287      0.4904      49      620
4   60.3991    10.0128      0.605      43      386
5   48.462    13.1661      0.576286      62      0
6   64.1752    11.02      0.606      54      441
7   50.5747    6.38651      0.541      46      648
8   36.7283    11.1428      0.603      58      0
9   66.3931    10.3819      0.57      40      346
10   35.837    9.13644      0.516286      44      433
11   23.5308    10.8326      0.514596      57      473
12   58.7541    7.90192      0.542      46      523
13   46.7273    8.33814      0.628      48      518
14   23.2691    8.31036      0.552      40      433
15   45.192    13.6836      0.615      49      322
16   51.9747    11.492      0.570571      47      368
17   17.5559    8.78036      0.569      30      307
18   1.56525    7.62454      0.4842      48      566
19   34.3286    7.51533      0.565      44      526
20   66.0824    10.6925      0.570143      63      530
21   47.4195    7.03661      0.576611      37      473
22   20.3843    7.98415      0.546      35      394
23   72.3747    12.3232      0.588      54      0
24   58.3483    8.3285      0.58      38      410
25   51.1767    6.14913      0.5106      34      497
26   8.16333    7.74869      0.5766      37      429
27   65.8149    10.6108      0.562      44      373
28   10.0225    9.20844      0.5505      29      283
29   51.3869    8.97205      0.594      55      551
30   55.5828    9.77463      0.617      56      515
31   52.8766    8.49002      0.506238      41      434
32   51.1    10.3984      0.591107      59      510
33   41.766    14.7409      0.626      68      0
34   39.2562    13.6696      0.575286      59      0
35   46.9366    11.5728      0.579714      51      0
36   32.9    9.80118      0.598714      47      0
37   47.9334    10.1426      0.56      41      363
38   25.9    11.7104      0.551      47      361
39   48.6236    8.59791      0.553      28      293
40   50.8838    12.2945      0.567714      54      395
41   37.8583    10.647      0.543      53      448
42   19.8114    11.8453      0.5055      39      296
43   32.7283    9.85284      0.559429      59      538
44   46.3324    7.99356      0.521      41      461
45   55.7545    13.0533      0.639      55      0
46   54.4472    9.70758      0.599      43      398
47   51.1767    12.9669      0.596857      57      0
48   50.5214    13.1711      0.600428      65      444
49   35.2024    9.35145      0.53025      39      375
50   35.4244    10.7799      0.617      57      475
51   31.258    13.404      0.601      59      0
52   33.6073    9.55908      0.58925      46      433
53   53.4068    9.93069      0.566571      36      326
54   65.6696    12.3929      0.556732      61      442
55   45.2408    11.1432      0.622      61      492
56   47.404    7.01608      0.619      38      487
57   50.0879    10.8761      0.593536      67      554
58   18.3742    9.47646      0.62      45      427
59   61.9213    10.7539      0.646      61      510
60   39.8016    9.33768      0.572      64      616
61   64.5368    9.05526      0.541      51      506
62   44.9365    10.3564      0.616107      60      521
63   39.3559    9.62334      0.618      45      420
64   14    11.7764      0.614      48      366
65   13.0208    5.74801      0.571      40      626
66   34.5774    11.0649      0.589286      43      349
67   68.0298    8.16399      0.577      52      573
68   28    11.6204      0.573429      44      340
69   68.8175    10.6138      0.59      39      330
70   63.0971    9.73125      0.636      59      545
71   38.6588    16.8222      0.677      80      0
72   65.2616    9.2502      0.576      46      447
73   31.5078    7.1635      0.598714      38      477
74   44.4541    10.7271      0.613      44      369
75   47.5846    7.61528      0.565      39      460
76   28.3219    14.7966      0.672      67      0
77   57.1433    8.27042      0.503      57      620
78   47.7696    7.1961      0.596      33      412
79   24.6197    7.389      0.473857      42      511
80   33.7165    10.9332      0.650667      46      0
81   42.1456    11.1344      0.52      48      0
-------------------------当前BBU0----------------------------------
-------------------------当前BBU1----------------------------------
-------------------------当前BBU2----------------------------------
-------------------------当前BBU3----------------------------------
82   16.8582    19.3798      1.17966      37      171
83   67.6252    22.8473      1.237      42      165
84   51.8756    24.0161      1.24513      53      0
85   44.1222    18.5397      1.166      51      0
86   31.305    21.4187      1.19614      41      172
87   18.2538    22.7165      1.194      42      166
88   25.672    21.6814      1.1215      54      0
89   20.4083    20.1483      1.15333      52      0
90   44.4707    18.8099      1.23343      25      119
91   56.7389    20.9788      1.19967      57      0
92   37.6962    22.4983      1.14433      47      188
93   53.5397    19.9801      1.115      38      171
94   46.4591    18.3215      1.195      43      0
95   11.9    19.8998      1.15567      43      194
96   54.0951    21.5024      1.12428      36      150
97   15.3522    20.2684      1.175      50      222
98   53.3655    15.597      1.17157      36      207
99   34.7541    17.8208      1.17433      29      146
100   62.1109    23.3323      1.232      57      0
101   46.2689    17.8447      1.12371      49      247
102   25.6338    16.6533      1.179      45      243
103   50.5941    20.9137      1.101      36      154
104   59.43    18.8068      1.1405      33      157
105   50.7102    20.3165      1.16829      36      159
106   48.061    18.5027      1.12167      48      233
107   20.6708    23.0188      1.1745      55      0
108   65.0398    24.9626      1.2005      61      0
109   40.8886    20.9581      1.1955      46      197
110   42.9802    16.7997      1.17167      33      176
111   46.7273    17.5044      1.053      37      190
112   37.4156    20.04      1.08367      43      193
113   42.1456    22.2569      1.21483      54      218
114   42.7229    23.0031      1.218      53      0
115   38.0841    22.884      1.11771      57      0
116   25.5476    24.2545      1.07862      57      211
117   45.3436    17.699      1.1142      43      0
118   63.0194    21.3166      1.212      53      0
119   40.9664    25.5356      1.14602      56      0
120   50.4194    20.2832      1.213      43      190
121   56.4618    20.2784      1.09486      48      213
122   43.1793    16.3336      1.00633      43      0
123   14.1739    20.5619      0.965      72      0
-------------------------当前BBU4----------------------------------
-------------------------当前BBU5----------------------------------
-------------------------当前BBU6----------------------------------
-------------------------当前BBU7----------------------------------
-------------------------当前BBU8----------------------------------
-------------------------当前TTI59----------------------------------
Id 距离     平均吞吐量     总比特数      速度      优先级
1   28.7767    5.81295      0.522      43      665
2   48.7494    12.3996      0.623      51      370
3   25.9756    6.39258      0.4904      25      351
4   60.3991    9.01152      0.605      52      519
5   48.462    11.8495      0.576286      49      372
6   64.1752    9.918      0.606      60      544
7   50.5747    11.6479      0.6      59      0
8   36.7283    10.0285      0.603      53      475
9   66.3931    9.34371      0.57      52      500
10   35.837    15.0228      0.584286      68      0
11   23.5308    9.74934      0.514596      31      286
12   58.7541    7.11173      0.542      26      329
13   46.7273    7.50433      0.628      28      335
14   23.2691    7.47932      0.552      52      625
15   45.192    12.3152      0.615      60      438
16   51.9747    10.3428      0.570571      40      348
17   17.5559    7.90232      0.569      42      478
18   1.56525    6.86209      0.4842      45      590
19   34.3286    6.7638      0.565      40      532
20   66.0824    9.62325      0.570143      56      523
21   47.4195    6.33295      0.576611      38      540
22   20.3843    7.18574      0.546      36      450
23   72.3747    11.0909      0.588      63      511
24   58.3483    7.49565      0.58      43      516
25   51.1767    11.6342      0.5716      61      0
26   8.16333    12.7738      0.6346      58      0
27   65.8149    9.54972      0.562      48      452
28   10.0225    8.2876      0.5505      63      684
29   51.3869    14.6748      0.66      66      0
30   55.5828    8.79717      0.617      42      429
31   52.8766    7.64102      0.506238      44      518
32   51.1    9.35856      0.591107      41      394
33   41.766    13.2668      0.626      27      183
34   39.2562    12.3026      0.575286      38      277
35   46.9366    10.4155      0.579714      40      345
36   32.9    8.82106      0.598714      50      510
37   47.9334    9.12834      0.56      29      285
38   25.9    10.5394      0.551      43      367
39   48.6236    7.73812      0.553      37      430
40   50.8838    11.065      0.567714      46      374
41   37.8583    9.5823      0.543      55      516
42   19.8114    10.6608      0.5055      45      379
43   32.7283    8.86756      0.559429      43      436
44   46.3324    7.1942      0.521      55      688
45   55.7545    11.748      0.639      43      329
46   54.4472    8.73682      0.599      53      545
47   51.1767    11.6702      0.596857      51      393
48   50.5214    11.854      0.600428      44      334
49   35.2024    8.4163      0.53025      55      588
50   35.4244    9.70191      0.617      67      621
51   31.258    12.0636      0.601      59      440
52   33.6073    8.60317      0.58925      48      502
53   53.4068    8.93762      0.566571      47      473
54   65.6696    11.1536      0.556732      42      338
55   45.2408    10.0289      0.622      58      520
